Species,Year,Variable,Catch,TACC,Dollar Value (millions)
Porbeagle Shark,2018,Asset value,57.2,110,0.2
Prawn Killer,2008,Asset value,7.5,36,
Prawn Killer,2009,Asset value,1.2,36,
Prawn Killer,2010,Asset value,1.3,36,
Prawn Killer,2011,Asset value,4.3,36,0
Prawn Killer,2012,Asset value,1.3,36,0
Prawn Killer,2013,Asset value,0.9,36,0
Prawn Killer,2014,Asset value,0.9,36,0
Prawn Killer,2015,Asset value,1,36,0
Prawn Killer,2016,Asset value,1.8,36,0
Prawn Killer,2017,Asset value,3.1,36,0
Prawn Killer,2018,Asset value,1,36,0
Queen Scallop,2003,Asset value,139,380,
Queen Scallop,2004,Asset value,114.1,380,
Queen Scallop,2005,Asset value,35.1,380,
Queen Scallop,2006,Asset value,18.6,380,
Queen Scallop,2007,Asset value,6.5,380,
Queen Scallop,2008,Asset value,9.5,380,
Queen Scallop,2009,Asset value,48.7,380,
Queen Scallop,2010,Asset value,25.3,380,
Queen Scallop,2011,Asset value,2.8,380,
Queen Scallop,2012,Asset value,1.9,380,
Queen Scallop,2013,Asset value,70.5,380,
Queen Scallop,2014,Asset value,5,380,
Queen Scallop,2015,Asset value,1.8,380,12.3
Queen Scallop,2016,Asset value,13.6,380,
Queen Scallop,2017,Asset value,23.1,380,
Queen Scallop,2018,Asset value,25.7,380,
Rays Bream,2005,Asset value,259.3,980,1.1
Rays Bream,2006,Asset value,214.7,980,1
Rays Bream,2007,Asset value,148.8,980,1.2
Rays Bream,2008,Asset value,151.4,980,1.3
Rays Bream,2009,Asset value,178.2,980,1.5
Rays Bream,2010,Asset value,119.3,980,0.9
Rays Bream,2011,Asset value,149.9,980,2
Rays Bream,2012,Asset value,146.4,980,1.4
Rays Bream,2013,Asset value,822.9,980,1.1
Rays Bream,2014,Asset value,626.9,980,0.4
Rays Bream,2015,Asset value,224.2,980,1.1
Rays Bream,2016,Asset value,125.2,980,0.3
Rays Bream,2017,Asset value,100.7,980,1.3
Rays Bream,2018,Asset value,289.6,980,1.1
Red Bait,2010,Asset value,1065.5,5050,0.7
Red Bait,2011,Asset value,1017.4,5050,0.8
Red Bait,2012,Asset value,1599.3,5050,4
Red Bait,2013,Asset value,2152.4,5050,0.8
Red Bait,2014,Asset value,2855.9,5050,0
Red Bait,2015,Asset value,2155.8,5050,0.1
Red Bait,2016,Asset value,1455.5,5050,0
Red Bait,2017,Asset value,2600,5050,6.6
Red Bait,2018,Asset value,1763.8,5050,9.5
Red Cod,1996,Asset value,0,16066.4,33.2
Red Cod,1997,Asset value,0,16066.4,30.3
Red Cod,1998,Asset value,0,16066.4,30.5
Red Cod,1999,Asset value,0,16066.4,39
Red Cod,2000,Asset value,0,16066.4,30.4
Red Cod,2001,Asset value,0,16066.4,40.6
Red Cod,2002,Asset value,4426.2,16074.1,40.9
Red Cod,2003,Asset value,6916.2,16074.1,32.2
Red Cod,2004,Asset value,10318.9,16074.1,91.1
Red Cod,2005,Asset value,7707.7,16074.1,42.1
Red Cod,2006,Asset value,6681.1,16074.1,16
Red Cod,2007,Asset value,5565.3,16074.1,21.1
Red Cod,2008,Asset value,6457.3,8278.4,12.6
Red Cod,2009,Asset value,4896.2,8278.4,13.4
Red Cod,2010,Asset value,5236.4,8278.4,14.6
Red Cod,2011,Asset value,6693.7,8278.4,16
Red Cod,2012,Asset value,7625.4,8278.4,86.5
Red Cod,2013,Asset value,6879,8278.4,27.9
Red Cod,2014,Asset value,5854.1,8278.4,17.9
Red Cod,2015,Asset value,3802.5,8278.4,30.3
Red Cod,2016,Asset value,5687.9,8278.4,41.1
Red Cod,2017,Asset value,6876.4,8278.4,18.4
Red Cod,2018,Asset value,3367.8,8278.4,21.6
Red Crab,2005,Asset value,0,48,
Red Crab,2006,Asset value,0,48,
Red Crab,2007,Asset value,0,48,
Red Crab,2008,Asset value,6,48,
Red Crab,2009,Asset value,0.1,48,
Red Crab,2010,Asset value,1.1,48,
Red Crab,2011,Asset value,6,48,
Red Crab,2012,Asset value,0.1,48,
Red Crab,2013,Asset value,0,48,
Red Crab,2014,Asset value,1.1,48,0.2
Red Crab,2015,Asset value,0.1,48,0.1
Red Crab,2016,Asset value,0.1,48,0.1
Red Crab,2017,Asset value,0.1,48,
Red Crab,2018,Asset value,0,48,1
Red Snapper,2005,Asset value,54.3,146,2.1
Red Snapper,2006,Asset value,49.8,146,2.7
Red Snapper,2007,Asset value,54.2,146,1.6
Red Snapper,2008,Asset value,86.9,146,1.8
Red Snapper,2009,Asset value,41.4,146,1.4
Red Snapper,2010,Asset value,30.7,146,3.2
Red Snapper,2011,Asset value,34.8,146,1
Red Snapper,2012,Asset value,27.2,146,1
Red Snapper,2013,Asset value,44.9,146,2.3
Red Snapper,2014,Asset value,63.2,146,0.5
Red Snapper,2015,Asset value,57.6,146,2.9
Red Snapper,2016,Asset value,44,146,2.5
Red Snapper,2017,Asset value,66.3,146,3.6
Red Snapper,2018,Asset value,46.4,146,3.9
Ribaldo,1999,Asset value,0,1282,2.5
Ribaldo,2000,Asset value,0,1282,3.2
Ribaldo,2001,Asset value,0,1282,3.3
Ribaldo,2002,Asset value,1265.9,1282,2.7
Ribaldo,2003,Asset value,1063.9,1282,3
Ribaldo,2004,Asset value,1226,1282,5.2
Ribaldo,2005,Asset value,1149.1,1282,6
Ribaldo,2006,Asset value,963.7,1282,1.8
Ribaldo,2007,Asset value,1146.7,1664,3.6
Ribaldo,2008,Asset value,988.1,1664,2.7
Ribaldo,2009,Asset value,1111.2,1664,2.8
Ribaldo,2010,Asset value,755.4,1664,4.1
Ribaldo,2011,Asset value,913.3,1664,3.1
Ribaldo,2012,Asset value,834.9,1683,2.3
Ribaldo,2013,Asset value,798.1,1683,2.4
Ribaldo,2014,Asset value,1194.5,1683,3
Ribaldo,2015,Asset value,1231,1683,3.4
Ribaldo,2016,Asset value,1126.8,1683,5
Ribaldo,2017,Asset value,953.7,1683,5.1
Ribaldo,2018,Asset value,1094.4,1683,6.6
Rig,1996,Asset value,0,2098.4,25.6
Rig,1997,Asset value,0,2098.4,26.5
Rig,1998,Asset value,0,1887.9,19.5
Rig,1999,Asset value,0,1887.9,18.8
Rig,2000,Asset value,0,1887.9,16.2
Rig,2001,Asset value,0,2034,23
Rig,2002,Asset value,1411,2034.1,22.1
Rig,2003,Asset value,1451.2,2034.1,25.2
Rig,2004,Asset value,1413.1,2034.1,24.4
Rig,2005,Asset value,1380.3,2048.1,22
Rig,2006,Asset value,1296.1,2048.1,15.2
Rig,2007,Asset value,1365.6,1919.1,18
Rig,2008,Asset value,1324.3,1919.1,20.7
Rig,2009,Asset value,1186.2,1919.1,19.1
Rig,2010,Asset value,1262.1,1919.1,19.1
Rig,2011,Asset value,1260.4,1919.1,23.1
Rig,2012,Asset value,1303.2,1941.1,21.1
Rig,2013,Asset value,1278.7,1941.1,21.4
Rig,2014,Asset value,1385.5,1941.1,17.2
Rig,2015,Asset value,1412.8,1941.1,26.5
Rig,2016,Asset value,1406.4,1966.1,23.3
Rig,2017,Asset value,1416.2,1966.1,39.4
Rig,2018,Asset value,1459.4,1966.1,37.1
Ringed Dosinia,2005,Asset value,2,112,
Ringed Dosinia,2006,Asset value,1.1,112,
Ringed Dosinia,2007,Asset value,2.6,112,0.4
Ringed Dosinia,2008,Asset value,1.6,112,0.4
Ringed Dosinia,2009,Asset value,1.6,112,0.3
Ringed Dosinia,2010,Asset value,1,112,0.3
Ringed Dosinia,2011,Asset value,3,203,0.5
Ringed Dosinia,2012,Asset value,5.3,203,0.5
Ringed Dosinia,2013,Asset value,4.1,203,
Ringed Dosinia,2014,Asset value,6.2,384,
Ringed Dosinia,2015,Asset value,7.4,384,
Ringed Dosinia,2016,Asset value,16.7,384,
Ringed Dosinia,2017,Asset value,11.8,489,
Ringed Dosinia,2018,Asset value,18.9,489,
Rock Lobster,1996,Asset value,0,2953.3,367.7
Rock Lobster,1997,Asset value,0,2994.3,375.8
Rock Lobster,1998,Asset value,0,2905.2,407.2
Rock Lobster,1999,Asset value,0,2967.3,373.6
Rock Lobster,2000,Asset value,0,2888.9,464.6
Rock Lobster,2001,Asset value,0,2888.9,446.5
Rock Lobster,2002,Asset value,2594.5,2725.5,605.4
Rock Lobster,2003,Asset value,2599.7,2725.5,693.6
Rock Lobster,2004,Asset value,2467.9,2725.5,654.3
Rock Lobster,2005,Asset value,2493,2766.8,616
Rock Lobster,2006,Asset value,2500.8,2629.8,586.9
Rock Lobster,2007,Asset value,2630.1,2806.9,625.6
Rock Lobster,2008,Asset value,2506.5,2806.9,633.4
Rock Lobster,2009,Asset value,2675.7,3021.4,778.3
Rock Lobster,2010,Asset value,2724.5,2802.5,1135.8
Rock Lobster,2011,Asset value,2814.5,2847.7,1091
Rock Lobster,2012,Asset value,2784.6,2833.1,1280.1
Rock Lobster,2013,Asset value,2818.2,2850.6,1279.8
Rock Lobster,2014,Asset value,2879.5,2895.7,1481.7
Rock Lobster,2015,Asset value,2865.7,2898.2,2126.3
Rock Lobster,2016,Asset value,2866.4,2929.9,2492
Rock Lobster,2017,Asset value,2787,2859.9,2825.1
Rock Lobster,2018,Asset value,2675.8,2743.6,2720.6
Rough Skate,2004,Asset value,1841.8,1986,7.1
Rough Skate,2005,Asset value,2115.8,1986,2.3
Rough Skate,2006,Asset value,1699.4,1986,2.6
Rough Skate,2007,Asset value,1775.8,1986,3.3
Rough Skate,2008,Asset value,1571.2,1986,1.5
Rough Skate,2009,Asset value,1942,1986,3
Rough Skate,2010,Asset value,1904.8,1986,3.1
Rough Skate,2011,Asset value,1882.1,1986,3.1
Rough Skate,2012,Asset value,1563,1986,3.9
Rough Skate,2013,Asset value,1884.2,1986,3.3
Rough Skate,2014,Asset value,2122.2,1986,3.5
Rough Skate,2015,Asset value,1605.4,1986,5.7
Rough Skate,2016,Asset value,1553.2,1986,4
Rough Skate,2017,Asset value,1827.3,1986,4.7
Rough Skate,2018,Asset value,1659.1,1986,5.2
Rubyfish,1999,Asset value,0,595,0.7
Rubyfish,2000,Asset value,0,595,1.4
Rubyfish,2001,Asset value,0,595,1.4
Rubyfish,2002,Asset value,500.2,595,0.8
Rubyfish,2003,Asset value,302.2,786,2.5
Rubyfish,2004,Asset value,381.7,786,2.8
Rubyfish,2005,Asset value,438.9,786,3.7
Rubyfish,2006,Asset value,506.5,786,1.4
Rubyfish,2007,Asset value,546.3,849,1.5
Rubyfish,2008,Asset value,564.1,800,0.7
Rubyfish,2009,Asset value,694.7,800,0.6
Rubyfish,2010,Asset value,676.8,800,0.8
Rubyfish,2011,Asset value,747.4,812,0.9
Rubyfish,2012,Asset value,373.8,812,1.3
Rubyfish,2013,Asset value,452.2,812,1.2
Rubyfish,2014,Asset value,635,812,2.3
Rubyfish,2015,Asset value,444,812,1.4
Rubyfish,2016,Asset value,482.4,812,1.6
Rubyfish,2017,Asset value,415.2,839,1.7
Rubyfish,2018,Asset value,198.3,839,1.4
Scallop,1996,Asset value,0,720,31.1
Scallop,1997,Asset value,0,908.6,39.2
Scallop,1998,Asset value,0,908.6,36.3
Scallop,1999,Asset value,0,826,38.4
Scallop,2000,Asset value,0,826,26.4
Scallop,2001,Asset value,0,780,36.7
Scallop,2002,Asset value,735.1,809,62.2
Scallop,2003,Asset value,541.7,832,50.6
Scallop,2004,Asset value,298.4,832,48.7
Scallop,2005,Asset value,235.5,832,22.4
Scallop,2006,Asset value,346.7,841,36.5
Scallop,2007,Asset value,237.8,841,31
Scallop,2008,Asset value,226.2,841,30.5
Scallop,2009,Asset value,200.8,841,28.9
Scallop,2010,Asset value,164.2,841,27.8
Scallop,2011,Asset value,121.1,841,2.7
Scallop,2012,Asset value,113.5,841,58.4
Scallop,2013,Asset value,120.9,841,
Scallop,2014,Asset value,93.9,919,74.2
Scallop,2015,Asset value,57.8,572,45.1
Scallop,2016,Asset value,65.8,572,52.1
Scallop,2017,Asset value,34,522,
Scallop,2018,Asset value,37.9,522,
Scampi,2005,Asset value,918.5,1291,148.1
Scampi,2006,Asset value,870.7,1291,143.4
Scampi,2007,Asset value,837.7,1291,121.6
Scampi,2008,Asset value,668.2,1291,188.9
Scampi,2009,Asset value,593.6,1291,177
Scampi,2010,Asset value,685.7,1291,205.4
Scampi,2011,Asset value,742.4,1291,234.9
Scampi,2012,Asset value,704.9,1191,218.3
Scampi,2013,Asset value,696,1191,228.9
Scampi,2014,Asset value,768.7,1224,279.7
Scampi,2015,Asset value,875.1,1224,369.1
Scampi,2016,Asset value,974.2,1224,465.4
Scampi,2017,Asset value,1053.6,1244,440.6
Scampi,2018,Asset value,1019.8,1244,421.4
School Shark,1996,Asset value,0,3105.4,31
School Shark,1997,Asset value,0,3105.4,29.2
School Shark,1998,Asset value,0,3105.5,27.1
School Shark,1999,Asset value,0,3105.5,26.3
School Shark,2000,Asset value,0,3105.5,24.1
School Shark,2001,Asset value,0,3105.5,35.6
School Shark,2002,Asset value,2945.5,3120.2,35.9
School Shark,2003,Asset value,3161.1,3120.2,37
School Shark,2004,Asset value,3125.7,3120.2,49.9
School Shark,2005,Asset value,3368.8,3415.6,56.2
School Shark,2006,Asset value,3100,3415.6,45.6
School Shark,2007,Asset value,3179.6,3415.6,45.6
School Shark,2008,Asset value,3298,3436.1,40.6
School Shark,2009,Asset value,3478.8,3436.1,35.7
School Shark,2010,Asset value,3268,3436.1,43.8
School Shark,2011,Asset value,3468.8,3436.1,40.9
School Shark,2012,Asset value,3279.5,3436.1,46.7
School Shark,2013,Asset value,3159,3436.1,44.6
School Shark,2014,Asset value,3134.8,3436.1,47.1
School Shark,2015,Asset value,3109.8,3436.1,56.7
School Shark,2016,Asset value,2920.8,3436.1,58.9
School Shark,2017,Asset value,2853.1,3436.1,60.8
School Shark,2018,Asset value,3013.6,3436.1,64.2
Sea Cucumber,2005,Asset value,5.5,35,
Sea Cucumber,2006,Asset value,10.2,35,
Sea Cucumber,2007,Asset value,5,35,
Sea Cucumber,2008,Asset value,14.3,35,
Sea Cucumber,2009,Asset value,8.8,35,
Sea Cucumber,2010,Asset value,8.2,35,
Sea Cucumber,2011,Asset value,12.9,35,0
Sea Cucumber,2012,Asset value,20.2,35,
Sea Cucumber,2013,Asset value,21.1,35,0.1
Sea Cucumber,2014,Asset value,21.8,35,
Sea Cucumber,2015,Asset value,22.2,35,0.8
Sea Cucumber,2016,Asset value,25.9,35,2.6
Sea Cucumber,2017,Asset value,20.8,35,4.1
Sea Cucumber,2018,Asset value,19.8,35,5.5
Sea Perch,1999,Asset value,0,1516,4.7
Sea Perch,2000,Asset value,0,1516,2.9
Sea Perch,2001,Asset value,0,1516,3.3
Sea Perch,2002,Asset value,1881.3,1778,3.7
Sea Perch,2003,Asset value,2619.3,1778,3.5
Sea Perch,2004,Asset value,1970.2,1778,4.7
Sea Perch,2005,Asset value,1476,2155,5.2
Sea Perch,2006,Asset value,1157,2155,1.6
Sea Perch,2007,Asset value,1340.4,2170,1.3
Sea Perch,2008,Asset value,1248.3,2170,3.9
Sea Perch,2009,Asset value,854.1,2170,1.8
Sea Perch,2010,Asset value,1016.4,2170,1.5
Sea Perch,2011,Asset value,1505.7,2170,1.6
Sea Perch,2012,Asset value,1107.9,2170,2.1
Sea Perch,2013,Asset value,1196.7,2170,3.9
Sea Perch,2014,Asset value,1077.3,2190,4
Sea Perch,2015,Asset value,1427.1,2190,4.1
Sea Perch,2016,Asset value,1427.6,2190,5.6
Sea Perch,2017,Asset value,1231.3,2190,5.6
Sea Perch,2018,Asset value,1368.3,2190,6.7
Short-finned Freshwater Eel,2004,Asset value,0.7,10,
Short-finned Freshwater Eel,2005,Asset value,298.1,467,5.3
Short-finned Freshwater Eel,2006,Asset value,378.6,467,5.1
Short-finned Freshwater Eel,2007,Asset value,342.8,467,9.5
Short-finned Freshwater Eel,2008,Asset value,299.5,347,8.9
Short-finned Freshwater Eel,2009,Asset value,257.5,347,9.8
Short-finned Freshwater Eel,2010,Asset value,269.8,347,10.6
Short-finned Freshwater Eel,2011,Asset value,294.3,347,7.6
Short-finned Freshwater Eel,2012,Asset value,341,347,13.3
Short-finned Freshwater Eel,2013,Asset value,300.3,347,10.7
Short-finned Freshwater Eel,2014,Asset value,306.5,347,10.7
Short-finned Freshwater Eel,2015,Asset value,273.6,347,13.8
Short-finned Freshwater Eel,2016,Asset value,232.5,347,14.1
Short-finned Freshwater Eel,2017,Asset value,297.8,455,17.4
Short-finned Freshwater Eel,2018,Asset value,418.5,589.1,38.3
Silky Dosinia,2005,Asset value,0.1,8,
Silky Dosinia,2006,Asset value,0.1,8,
Silky Dosinia,2007,Asset value,0,8,0.1
Silky Dosinia,2008,Asset value,0,8,0.1
Silky Dosinia,2009,Asset value,0,8,0.2
Silky Dosinia,2010,Asset value,0,8,0.2
Silky Dosinia,2011,Asset value,0,8,0.2
Silky Dosinia,2012,Asset value,0,8,0.2
Silky Dosinia,2013,Asset value,0,8,
Silky Dosinia,2014,Asset value,0,8,
Silky Dosinia,2015,Asset value,0,8,
Silky Dosinia,2016,Asset value,0,8,
Silky Dosinia,2017,Asset value,0,8,
Silky Dosinia,2018,Asset value,0,8,
Silver Warehou,1996,Asset value,0,9884.4,44.1
Silver Warehou,1997,Asset value,0,9884.4,51.9
Silver Warehou,1998,Asset value,0,9512.2,36.3
Silver Warehou,1999,Asset value,0,9512.2,40.5
Silver Warehou,2000,Asset value,0,9512.2,31.1
Silver Warehou,2001,Asset value,0,9512.2,31.1
Silver Warehou,2002,Asset value,8550.5,9512.2,63.4
Silver Warehou,2003,Asset value,9547.3,10380.2,63.1
Silver Warehou,2004,Asset value,10729,10380.2,90.9
Silver Warehou,2005,Asset value,9544.9,10380.2,90.7
Silver Warehou,2006,Asset value,11138,10380.2,72
Silver Warehou,2007,Asset value,14173.7,10380.2,85.7
Silver Warehou,2008,Asset value,8107.3,10380.2,82.7
Silver Warehou,2009,Asset value,8843.2,10380.2,86.4
Silver Warehou,2010,Asset value,7077.8,10380.2,89
Silver Warehou,2011,Asset value,8004.1,10380.2,100.7
Silver Warehou,2012,Asset value,7130.3,10380.2,83.6
Silver Warehou,2013,Asset value,8663.1,10380.2,75.3
Silver Warehou,2014,Asset value,7988.1,10380.2,85.2
Silver Warehou,2015,Asset value,9052.6,10380.2,96.7
Silver Warehou,2016,Asset value,7514.9,10380.2,124.6
Silver Warehou,2017,Asset value,8670.7,10380.2,143.1
Silver Warehou,2018,Asset value,8652.8,10380.2,171.1
Smooth Skate,2004,Asset value,670.8,849,3.4
Smooth Skate,2005,Asset value,630.4,849,1.7
Smooth Skate,2006,Asset value,713.9,849,4.1
Smooth Skate,2007,Asset value,693.1,849,1.7
Smooth Skate,2008,Asset value,660.5,849,1.2
Smooth Skate,2009,Asset value,560.2,849,1.5
Smooth Skate,2010,Asset value,546.2,849,1.4
Smooth Skate,2011,Asset value,609.4,849,1.5
Smooth Skate,2012,Asset value,545.7,849,1.4
Smooth Skate,2013,Asset value,597.7,849,1.6
Smooth Skate,2014,Asset value,640.9,849,1.7
Smooth Skate,2015,Asset value,617.1,849,1.9
Smooth Skate,2016,Asset value,683.1,849,1.8
Smooth Skate,2017,Asset value,795.3,849,2.1
Smooth Skate,2018,Asset value,827.4,849,2.2
Snapper,1996,Asset value,0,6893.1,288.7
Snapper,1997,Asset value,0,6893.1,271.7
Snapper,1998,Asset value,0,6494.6,191.4
Snapper,1999,Asset value,0,6494.6,184.9
Snapper,2000,Asset value,0,6494.6,197.4
Snapper,2001,Asset value,0,6494.6,248.8
Snapper,2002,Asset value,6345.3,6494.6,282.9
Snapper,2003,Asset value,6566.5,6557.3,297.8
Snapper,2004,Asset value,6689.8,6557.3,299.1
Snapper,2005,Asset value,6880.6,6557.3,270.5
Snapper,2006,Asset value,6527.1,6357.3,228.1
Snapper,2007,Asset value,6333.9,6357.3,252.2
Snapper,2008,Asset value,6369.1,6357.3,279.9
Snapper,2009,Asset value,6398.5,6357.3,200
Snapper,2010,Asset value,6229.3,6357.3,316.1
Snapper,2011,Asset value,6358.4,6357.3,315.6
Snapper,2012,Asset value,6547.9,6357.3,313.8
Snapper,2013,Asset value,6304.6,6357.3,468.6
Snapper,2014,Asset value,6257.3,6357.3,387.6
Snapper,2015,Asset value,6232.2,6357.3,450.7
Snapper,2016,Asset value,6247,6357.3,410.8
Snapper,2017,Asset value,6590.8,6407.3,450
Snapper,2018,Asset value,6490.3,6407.3,567
Southern Blue Whiting,2000,Asset value,0,58008,78.4
Southern Blue Whiting,2001,Asset value,0,35148,47.3
Southern Blue Whiting,2002,Asset value,32879.2,45148,59.5
Southern Blue Whiting,2003,Asset value,41794.7,45148,69.4
Southern Blue Whiting,2004,Asset value,27811.9,35648,66.7
Southern Blue Whiting,2005,Asset value,21619.6,35648,75
Southern Blue Whiting,2006,Asset value,30277.6,35648,71.1
Southern Blue Whiting,2007,Asset value,25363.4,30648,54.9
Southern Blue Whiting,2008,Asset value,25586.6,30648,63.2
Southern Blue Whiting,2009,Asset value,31887.4,36948,77.7
Southern Blue Whiting,2010,Asset value,39540.1,41848,76.7
Southern Blue Whiting,2011,Asset value,38708.1,44848,88.7
Southern Blue Whiting,2012,Asset value,38439.5,43408,82.7
Southern Blue Whiting,2013,Asset value,29906.1,43408,85.8
Southern Blue Whiting,2014,Asset value,33454.8,43408,92.3
Southern Blue Whiting,2015,Asset value,31866.5,53208,125.2
Southern Blue Whiting,2016,Asset value,24733.4,49288,178
Southern Blue Whiting,2017,Asset value,22587.8,49288,172.2
Southern Blue Whiting,2018,Asset value,21045.9,48815,172.6
Southern Bluefin Tuna,2005,Asset value,264.1,413,48.6
Southern Bluefin Tuna,2006,Asset value,238,413,14.1
Southern Bluefin Tuna,2007,Asset value,379.1,413,10.6
Southern Bluefin Tuna,2008,Asset value,318.2,413,12.7
Southern Bluefin Tuna,2009,Asset value,416.5,413,15.4
Southern Bluefin Tuna,2010,Asset value,499.5,413,51.2
Southern Bluefin Tuna,2011,Asset value,547.4,413,51.2
Southern Bluefin Tuna,2012,Asset value,775.1,413,18.9
Southern Bluefin Tuna,2013,Asset value,758.9,817,81.5
Southern Bluefin Tuna,2014,Asset value,824.6,817,70.9
Southern Bluefin Tuna,2015,Asset value,923.1,971,97.4
Southern Bluefin Tuna,2016,Asset value,949.4,971,59.5
Southern Bluefin Tuna,2017,Asset value,913.5,971,60.1
Southern Bluefin Tuna,2018,Asset value,1008.1,971,60.1
Spiny Dogfish,2005,Asset value,7222,12660,5
Spiny Dogfish,2006,Asset value,8313.2,12660,6.7
Spiny Dogfish,2007,Asset value,7183.9,12660,8.1
Spiny Dogfish,2008,Asset value,6293.7,12660,4.8
Spiny Dogfish,2009,Asset value,6219.7,12660,6.3
Spiny Dogfish,2010,Asset value,6166.4,12660,6.4
Spiny Dogfish,2011,Asset value,6076,12660,5.4
Spiny Dogfish,2012,Asset value,5879.5,12660,4
Spiny Dogfish,2013,Asset value,4965.1,12660,6.1
Spiny Dogfish,2014,Asset value,5859.3,12660,5.5
Spiny Dogfish,2015,Asset value,6318.4,12660,6.7
Spiny Dogfish,2016,Asset value,4563.5,12660,8
Spiny Dogfish,2017,Asset value,6009.9,12660,7.7
Spiny Dogfish,2018,Asset value,6512.1,12660,8.4
Sprats,2003,Asset value,0.1,450,0.5
Sprats,2004,Asset value,3.2,450,0.5
Sprats,2005,Asset value,0,450,0.6
Sprats,2006,Asset value,0,450,0
Sprats,2007,Asset value,0.1,450,0
Sprats,2008,Asset value,0.2,450,
Sprats,2009,Asset value,1.1,450,0
Sprats,2010,Asset value,0,450,
Sprats,2011,Asset value,0,450,
Sprats,2012,Asset value,0,450,
Sprats,2013,Asset value,0.1,450,
Sprats,2014,Asset value,0,450,
Sprats,2015,Asset value,0,450,
Sprats,2016,Asset value,0,450,0.1
Sprats,2017,Asset value,0,450,0.1
Sprats,2018,Asset value,0,450,
Stargazer,1996,Asset value,0,5325.1,33.9
Stargazer,1997,Asset value,0,5353.1,26.7
Stargazer,1998,Asset value,0,4972.1,21.5
Stargazer,1999,Asset value,0,4972.1,19.5
Stargazer,2000,Asset value,0,4972.1,22
Stargazer,2001,Asset value,0,4972.1,24
Stargazer,2002,Asset value,3252.9,5116.1,25.7
Stargazer,2003,Asset value,3171.1,5411.4,23.7
Stargazer,2004,Asset value,2945.9,5411.4,37.3
Stargazer,2005,Asset value,3381.1,5411.4,28.9
Stargazer,2006,Asset value,3605.9,5411.4,28.9
Stargazer,2007,Asset value,3478,5411.4,24.8
Stargazer,2008,Asset value,3257.2,5411.4,28
Stargazer,2009,Asset value,2912,5411.4,40.7
Stargazer,2010,Asset value,3246.8,5411.4,18.2
Stargazer,2011,Asset value,3023.1,5456.4,21.2
Stargazer,2012,Asset value,3005.8,5456.4,29.6
Stargazer,2013,Asset value,2848.6,5456.4,22.3
Stargazer,2014,Asset value,3006.6,5456.4,40.2
Stargazer,2015,Asset value,2933,5456.4,37
Stargazer,2016,Asset value,3027,5536.4,42.7
Stargazer,2017,Asset value,2781.4,5536.4,32
Stargazer,2018,Asset value,3003.8,5536.4,78.9
Swordfish,2005,Asset value,320.4,885,13.8
Swordfish,2006,Asset value,551.2,885,4.6
Swordfish,2007,Asset value,412.7,885,13.2
Swordfish,2008,Asset value,350.1,885,8.8
Swordfish,2009,Asset value,398.5,885,2.9
Swordfish,2010,Asset value,536.6,885,8.1
Swordfish,2011,Asset value,729.6,885,10.1
Swordfish,2012,Asset value,688.2,885,9.4
Swordfish,2013,Asset value,796.3,885,8.3
Swordfish,2014,Asset value,577,885,13
Swordfish,2015,Asset value,726.2,885,14
Swordfish,2016,Asset value,758.7,885,11.8
Swordfish,2017,Asset value,500.5,885,13.4
Swordfish,2018,Asset value,475,885,16
Tarakihi,1996,Asset value,0,5991.8,46.6
Tarakihi,1997,Asset value,0,5991.8,58.3
Tarakihi,1998,Asset value,0,5991.8,46.7
Tarakihi,1999,Asset value,0,5991.8,53.9
Tarakihi,2000,Asset value,0,5991.8,48.6
Tarakihi,2001,Asset value,0,5991.8,55.8
Tarakihi,2002,Asset value,6147.6,5994.2,42.6
Tarakihi,2003,Asset value,6008.3,5994.2,66.8
Tarakihi,2004,Asset value,5722.7,5994.2,83.4
Tarakihi,2005,Asset value,5684.3,6390.9,69.7
Tarakihi,2006,Asset value,6220.4,6390.9,94.1
Tarakihi,2007,Asset value,5730.1,6390.9,79.4
Tarakihi,2008,Asset value,5430.8,6439.2,85.3
Tarakihi,2009,Asset value,5583.5,6439.2,76.7
Tarakihi,2010,Asset value,5552.7,6439.2,74.1
Tarakihi,2011,Asset value,5709.2,6439.2,77.9
Tarakihi,2012,Asset value,5346.8,6439.2,70.3
Tarakihi,2013,Asset value,5548.9,6439.2,92.6
Tarakihi,2014,Asset value,5857.6,6439.2,79
Tarakihi,2015,Asset value,6037.9,6439.2,105.9
Tarakihi,2016,Asset value,5870.4,6439.2,121.6
Tarakihi,2017,Asset value,6338.3,6439.2,121.2
Tarakihi,2018,Asset value,5741.2,6439.2,146.5
Trevally,1996,Asset value,0,3932.4,33.1
Trevally,1997,Asset value,0,3932.8,27.4
Trevally,1998,Asset value,0,3922.4,16.4
Trevally,1999,Asset value,0,3932.8,14.9
Trevally,2000,Asset value,0,3932.4,14.2
Trevally,2001,Asset value,0,3932.4,20.6
Trevally,2002,Asset value,3186.5,3933.1,31.3
Trevally,2003,Asset value,3314.2,3933.1,21.5
Trevally,2004,Asset value,3548.6,3933.1,25.1
Trevally,2005,Asset value,3241.4,3933.1,19.5
Trevally,2006,Asset value,3524.6,3933.1,15.3
Trevally,2007,Asset value,2897.2,3933.1,12.9
Trevally,2008,Asset value,2874.6,3933.1,19
Trevally,2009,Asset value,3175,3933.1,15.1
Trevally,2010,Asset value,3041.7,3933.1,15.9
